,Title,Genre,Datepublish,Rate,RatingCount,Director(s),Writer(s),Actor(s),Summary,Description,PlotKeyword,Time,Color,Language,Budget,Gross,Facebook_link,Offcialsite
710,For Greater Glory: The True Story of Cristiada (2012),"['Drama', 'History', 'War']",2012-06-01,6.6,"3,992",['Dean Wright'],['Michael Love'],"['Andy Garcia,', 'Oscar Isaac,', 'Catalina Sandino Moreno']",A chronicle of the Cristeros War (1926-1929); a war by the people of Mexico against the atheistic Mexican government.,"What price would you pay for freedom? In the exhilarating action epic FOR GREATER GLORY, an impassioned group of men and women make the decision to risk it all for family, faith and country. This film unfolds the (hidden) true story of 1920's Cristeros War.                Written by
Dos Corazones Films","['fanatic', 'religious fanatic', 'religious fanaticism', 'fanaticism', 'ammo belt']",,"Color:
        Color","Language:
        Spanish
            |
        English","Budget:$12,000,000
            (estimated)","Gross USA: $5,669,081, 12 August 2012",,
711,For Neda (2010),"['Documentary', 'Biography', 'History']",2010-06-14,8.1,207,['Antony Thomas'],['Antony Thomas'],"['Shohreh Aghdashloo,', 'Houda Echouafni']","On June 20, 2009, Neda Agha-Soltan was shot and killed on the streets of Tehran during the turmoil that followed the Iranian presidential contest. Within hours, images of her dying moments,...
                    See full summary »","On June 20, 2009, Neda Agha-Soltan was shot and killed on the streets of Tehran during the turmoil that followed the Iranian presidential contest. Within hours, images of her dying moments, captured on cell phones, appeared on computer screens across the world, focusing the world's attention on mass protests against the rigged elections in Iran. Featuring previously unseen footage of Neda with friend and family, as well as exclusive video of her recorded the day she died, ""For Neda"" debuts just before the anniversary of her death.                Written by
HBO Publicity",,"Runtime:
        67 min","Color:
        Color","Language:
        English",,,,
712,"For a Good Time, Call... (2012)",['Comedy'],2012-11-02,6.0,"14,525",['Jamie Travis'],"['Lauren Miller Rogen (as Lauren Miller),', 'Katie Anne Naylon']","['Ari Graynor,', 'Lauren Miller Rogen,', 'Justin Long']","Former college frenemies Lauren and Katie move into a fabulous Gramercy Park apartment, and in order to make ends meet, the unlikely pair start a phone sex line together.","Lauren and Katie, college frenemies with a mutual good friend, move in together at age 28 in order to afford an amazing Gramercy Park apartment. The unlikely pair start a phone sex line and become best friends while learning about this hilarious world of vibrators, fake orgasms and nighttime callers. When the hot line is hung up and reality comes calling, the most meaningful relationship of their lives is put to the test.                Written by
anonymous","['sex', 'friend', 'phone sex', 'friendship', 'gay']","Runtime:
        88 min
            (unrated)","Color:
        Color","Language:
        English","Budget:$850,000
            (estimated)","Gross USA: $1,243,961, 7 October 2012",/offsite/?page-action=offsite-facebook&token=BCYt1P0gFRBv2NEzGaje98Tvn86zAei1rZ1eNpeQdOoO2i-b15AUR096vuDKqqZ93XfQGGd4y3OK%0D%0AFuAkRLpCSuTkDAmCBahuGQm4kHzAkm46J8fJXYRrSaEbFtXOhyxDr3fY9ZAlUNj5nG4CGLrN4mHI%0D%0AN1fOEFKEUWGhqQKpJ7NBZoQhDOvD4Aqcyg8TyTrVG_Mp7sZsURez2oQv6IUxWRrYKGMgXnSVNGnJ%0D%0ACZT9GagRm1DM5jg57KyhMjg0nHgeLlHg0fXT6LK2SIT0vHtAatnJaA%0D%0A&ref_=tt_pdt_ofs_offsite_0,
713,Forever Strong (2008),"['Drama', 'Sport']",2008-09-26,7.3,"9,503",['Ryan Little'],"['David Pliler,', 'Dony West (song)']","['Sean Faris,', 'Penn Badgley,', 'Gary Cole']",A rugby player is put up in a juvenile detention center. There he plays for the Highland Rugby team and ultimately plays against his father in the National Championships.,"Rick Penning, the 17-year-old star player on his coach/father's rugby team, lands inside the Wasatch County Juvenile Detention Center following his second drunk driving conviction (and where his father leaves him to rot). Mistrust and dislike of the situation makes Rick anything but a model prisoner, but counselors at the center nonetheless hook him up with the Highland Rugby Team, a team renowned for its long string of successive state championships. Its coach, Larry Gelwix, has a surprisingly unexpected philosophy: train boys to be champions in life first, then on the field. Rick doesn't buy into this, which could earn him some time in State Prison if he doesn't turn his life and attitude around by the time he turns 18.                Written by
statmanjeff","['rugby', 'coach', 'montage', 'juvie', 'father son relationship']",,"Color:
        Color","Language:
        English",,"Gross USA: $630,649, 2 November 2008",,
714,Forget Me Not (2009),"['Horror', 'Romance', 'Thriller']",2011-08-03,5.2,"5,272",['Tyler Oliver'],"['Jamieson Stern,', 'Tyler Oliver']","['Carly Schroeder,', 'Cody Linley,', 'Brie Gabrielle']",Recent high school graduates become prey of the vengeful spirit of an innocent girl they wronged long ago.,"It's graduation weekend, and Sandy Channing, the popular class president of her small-town high school, should be enjoying the time of her life. But when her friends start disappearing, Sandy discovers they have unwittingly awakened the vengeful spirit of a girl they wronged long ago. Fighting for her sanity, Sandy must unlock a dark secret from her own past before it's too late.                Written by
Anonymous",,"Runtime:
        103 min","Color:
        Color","Language:
        English","Budget:$1,300,000
            (estimated)",,,
715,Forgetting Sarah Marshall (2008),"['Comedy', 'Drama', 'Romance']",2008-04-18,7.2,"235,381",['Nicholas Stoller'],['Jason Segel'],"['Kristen Bell,', 'Jason Segel,', 'Paul Rudd']","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.","Peter is a composer and a likable sad sack who's devastated when his girlfriend of five years, Sarah Marshall, the star of a cheesy CSI-style crime show, dumps him. He weeps, he rails, he mopes. Finally, his step-brother Brian suggests Hawaii, so Peter heads for a resort on Oahu where, as he's checking in, he sees Sarah and her new beau, Aldous, a polymorphously perverse English rocker. The weeping and moping start again, until Peter is rescued by Rachel, a thoughtful hotel clerk who invites him to a luau and to hang out. Although he constantly runs into Sarah and Aldous, Peter starts to come alive again. Will Sarah realize what she's lost, and what about Rachel?                Written by
<jhailey@hotmail.com>","['hawaii', 'male full frontal nudity', 'breakup', 'no panties', 'male objectification']","Runtime:
        111 min
          |
        118 min
            (unrated)","Color:
        Color","Language:
        English
            |
        Hawaiian
            |
        German
            |
        Japanese","Budget:$30,000,000
            (estimated)","Gross USA: $63,172,463",,
716,Four Christmases (2008),"['Comedy', 'Drama', 'Romance']",2008-11-26,5.6,"54,455",['Seth Gordon'],"['Matt Allen (screenplay) (as Matt R. Allen),', 'Caleb Wilson (screenplay)']","['Reese Witherspoon,', 'Vince Vaughn,', 'Mary Steenburgen']",A couple struggles to visit all four of their divorced parents on Christmas.,"Brad and Kate have been together three years, in love, having fun, doing all sorts of things together with no intention of marriage or children. Christmas morning, they're on their way to Fiji, having told their two sets of divorced parents that they're off to do charity work. Through a fluke, they have no choice but to visit each of their four idiosyncratic parents. As the day progresses, Brad and Kate remember growing up, each learns more about the other, and Kate realizes that her life may not be as good as it could be. Do they know each other well enough to weather the storms families bring?                Written by
<jhailey@hotmail.com>","['christmas', 'airport', 'playing a board game', 'blonde woman', 'one year later']","Runtime:
        88 min","Color:
        Color","Language:
        English","Budget:$80,000,000
            (estimated)","Gross USA: $120,146,040, 12 February 2009",/offsite/?page-action=offsite-bo-films&token=BCYiGmORFw8lVR6dlKyPdelK3VlcNHJUJL2nMseTnzHwpYPn4mm0QxtYR5TmqxrjwdrQd8Ssblgq%0D%0AQxFPrg8pVOWg4OPHoTzjlfHVEDdBoLuJyxcivPBbB45920qc6nXQsnHV1yOBGag4VawZfnmIwhIe%0D%0Aw0BOI_7LcW42ApEjM3YPwUE6rc-HuJ5BLU2FzN4tYfPmt-5IBszJqOFtJ72MuZbc7yU0J9SZ966y%0D%0ADQOqFlqRisPmmcadyL4TB_G73Q6g6c8oev3HiBOwi13rMv7_vsBxwQ%0D%0A&ref_=tt_pdt_ofs_offsite_0,
717,Four Lions (2010),"['Comedy', 'Crime', 'Drama']",2010-05-07,7.3,"62,868",['Christopher Morris (as Chris Morris)'],"['Christopher Morris (as Chris Morris),', 'Sam Bain']","['Will Adamsdale,', 'Riz Ahmed,', 'Adeel Akhtar']",Four incompetent British terrorists set out to train for and commit an act of terror.,"Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce. In a storm of razor-sharp verbal jousting and large-scale set pieces, Four Lions is a comic tour de force; it shows that-while terrorism is about ideology-it can also be about idiots.                Written by
Sundance Film Festival","['crow', 'exploding animal', 'muslim', 'bird', 'accidental shooting']","Runtime:
        97 min","Color:
        Color","Language:
        English
            |
        Urdu
            |
        Arabic",,"Gross USA: $304,137, 18 February 2011",,
718,Fracture (2007),"['Crime', 'Drama', 'Mystery']",2007-04-20,7.2,"158,037",['Gregory Hoblit'],"['Daniel Pyne (screenplay),', 'Glenn Gers (screenplay)']","['Anthony Hopkins,', 'Ryan Gosling,', 'David Strathairn']","An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.","Wealthy, brilliant, and meticulous Ted Crawford, a structural engineer in Los Angeles, shoots his wife and entraps her lover. He signs a confession; at the arraignment, he asserts his rights to represent himself and asks the court to move immediately to trial. The prosecutor is Willy Beachum, a hotshot who's soon to join a fancy civil-law firm, told by everyone it's an open and shut case. Crawford sees Beachum's weakness, the hairline fracture of his character: Willy's a winner. The engineer sets in motion a clockwork crime with all the objects moving in ways he predicts.                Written by
<jhailey@hotmail.com>","['police', 'murder weapon', 'court', 'engineer', 'trial']","Runtime:
        113 min","Color:
        Color","Language:
        English",,"Gross USA: $39,015,018",,
719,Fragments (2008),"['Crime', 'Drama']",2009-02-26,5.7,"6,521",['Rowan Woods'],['Roy Freirich'],"['Kate Beckinsale,', 'Forest Whitaker,', 'Guy Pearce']",A group of strangers form a unique relationship with each other after surviving a random shooting at a Los Angeles diner.,"In an ordinary day, a deranged man has a rampage in a diner and randomly shoots the customers. The survivors of the tragic episode are deeply affected by the shooting and have the most different reactions: the youngster, Anne Hagen, becomes popular at school telling her version of the shooting; her friend Jimmy Jaspersen becomes mute and closes himself to the outer world; the waitress Carla Davenport neglects her baby and has several vulgar relationships with men; Dr. Bruce Laraby loses his self-confidence and tries an experimental treatment to the migraine of his wife; and the compulsive gambler Charlie Archenault believes that he is lucky in the game and gambles all his money but he has a jinx.                Written by
Claudio Carvalho, Rio de Janeiro, Brazil","['random shooting', 'post traumatic stress', 'shooting', 'diner', 'teenage girl']",,"Color:
        Color","Language:
        English",,,,
720,Frankenweenie (2012),"['Animation', 'Comedy', 'Family']",2012-10-05,7.0,"83,569",['Tim Burton'],"['Leonard Ripps,', 'Tim Burton (original idea)']","['Winona Ryder,', ""Catherine O'Hara,"", 'Martin Short']","When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.","When young Victor's pet dog Sparky (who stars in Victor's home-made monster movies) is hit by a car, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them (and his parents) that despite his appearance, Sparky's still the good loyal friend he's always been.                Written by
Kathy Li","['stop motion animation', 'remake by original director', 'dr victor frankenstein character', 'dracula character', 'altered version of studio logo']","Runtime:
        87 min","Color:
         Black and White","Language:
        English","Budget:$39,000,000
            (estimated)","Gross USA: $35,291,068",/offsite/?page-action=offsite-facebook&token=BCYs-yieIP8Yt_J_57_Gqi_Ge_nz6etj5RF4JlVX6CQ1bXKt5Zq6iv8cjB2OSNp86beHDuSipRyJ%0D%0AFZTT6wPgm-3HUjm2-1sHl_IKTxTfK8tfxfW1a3RWOaA5vKGKWmiTlSVOrJzCI_5D9PjZoXedd6d_%0D%0AETQ2epRLmf1VNNXFGrincob6-BXN1Rr-TI1TLtK7qmbn9VB4aRn7CDDSEamQGVUGU8V0gFXuwudU%0D%0AF765ulkET58%0D%0A&ref_=tt_pdt_ofs_offsite_0,
